mag_id	user_genome	classification	closest_genome_reference	closest_genome_reference_radius	closest_genome_taxonomy	closest_genome_ani	closest_genome_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
SAMEA3143273_bin.37	SAMEA3143273_bin.37	d__Archaea;p__Halobacteriota;c__Archaeoglobi;o__Archaeoglobales;f__Archaeoglobaceae;g__JdFR-22;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Halobacteriota;c__Archaeoglobi;o__Archaeoglobales;f__Archaeoglobaceae;g__JdFR-22;s__	taxonomic classification fully defined by topology	N/A	N/A	86.27	11	0.91783	N/A
SAMEA4470836_bin.106	SAMEA4470836_bin.106	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__Bathyarchaeales;f__B26-1;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__Bathyarchaeales;f__B26-1;g__;s__	taxonomic novelty determined using RED	N/A	N/A	79.72	11	0.86164	N/A
SAMEA4470836_bin.113	SAMEA4470836_bin.113	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__40CM-2-53-6;f__DTDX01;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__40CM-2-53-6;f__;g__;s__	taxonomic novelty determined using RED	N/A	N/A	83.91	11	0.82816	N/A
SAMEA4470836_bin.2	SAMEA4470836_bin.2	d__Archaea;p__Thermoplasmatota;c__DAOVMN01;o__DAOVMN01;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Thermoplasmatota;c__;o__;f__;g__;s__	taxonomic novelty determined using RED	N/A	N/A	92.36	11	0.54846	N/A
SAMEA4470836_bin.30	SAMEA4470836_bin.30	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanogasteraceae;g__Methanogaster_D;s__Methanogaster_D sp012961645	GCA_012961645.1	95.0	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanogasteraceae;g__Methanogaster_D;s__Methanogaster_D sp012961645	99.96	0.95	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	91.69	11	N/A	N/A
SAMEA4470836_bin.42	SAMEA4470836_bin.42	d__Archaea;p__Thermoplasmatota;c__E2;o__UBA202;f__JdFR-43;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Thermoplasmatota;c__E2;o__UBA202;f__JdFR-43;g__;s__	taxonomic classification fully defined by topology	N/A	N/A	94.83	11	0.83376	N/A
SAMEA4470836_bin.47	SAMEA4470836_bin.47	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__;g__;s__	taxonomic novelty determined using RED	N/A	N/A	93.64	11	0.62485	N/A
SAMEA4470836_bin.53	SAMEA4470836_bin.53	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__Hecatellales;f__Hecatellaceae;g__B25;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__Hecatellales;f__Hecatellaceae;g__B25;s__	taxonomic classification fully defined by topology	N/A	N/A	95.93	11	0.96841	N/A
SAMEA4470836_bin.61	SAMEA4470836_bin.61	d__Archaea;p__Thermoplasmatota;c__E2;o__DHVEG-1;f__B18-G2;g__B91-G9;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Thermoplasmatota;c__E2;o__DHVEG-1;f__B18-G2;g__;s__	taxonomic novelty determined using RED	N/A	N/A	88.42	11	0.88694	N/A
SAMEA4470836_bin.96	SAMEA4470836_bin.96	d__Archaea;p__Halobacteriota;c__Archaeoglobi;o__Archaeoglobales;f__Archaeoglobaceae;g__JdFR-22;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Halobacteriota;c__Archaeoglobi;o__Archaeoglobales;f__Archaeoglobaceae;g__JdFR-22;s__	taxonomic classification fully defined by topology	N/A	N/A	97.16	11	0.91513	N/A
SAMEA4470841_bin.31	SAMEA4470841_bin.31	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Pyrodictiaceae;g__SZUA-1443;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Pyrodictiaceae;g__;s__	taxonomic novelty determined using RED	N/A	N/A	84.71	11	0.97187	N/A
SAMEA4470841_bin.36	SAMEA4470841_bin.36	d__Archaea;p__AGJL01;c__Methanococci;o__Methanococcales;f__Methanococcaceae;g__Methanofervidicoccus;s__Methanofervidicoccus okinawensis_C	GCA_015663075.1	95.0	d__Archaea;p__AGJL01;c__Methanococci;o__Methanococcales;f__Methanococcaceae;g__Methanofervidicoccus;s__Methanofervidicoccus okinawensis_C	99.84	0.959	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	96.25	11	N/A	N/A
SAMEA4470842_bin.11	SAMEA4470842_bin.11	d__Archaea;p__AGJL01;c__Methanococci;o__Methanococcales;f__Methanococcaceae;g__Methanofervidicoccus;s__Methanofervidicoccus abyssi	GCF_004310395.1	95.0	d__Archaea;p__AGJL01;c__Methanococci;o__Methanococcales;f__Methanococcaceae;g__Methanofervidicoccus;s__Methanofervidicoccus abyssi	99.14	0.976	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	96.06	11	N/A	N/A
SAMEA4470842_bin.30	SAMEA4470842_bin.30	d__Archaea;p__Halobacteriota;c__Archaeoglobi;o__Archaeoglobales;f__Archaeoglobaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Halobacteriota;c__Archaeoglobi;o__Archaeoglobales;f__Archaeoglobaceae;g__;s__	taxonomic novelty determined using RED	N/A	N/A	94.64	11	0.8862	N/A
SAMEA4470843_bin.1	SAMEA4470843_bin.1	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Pyrodictiaceae;g__Pyrodictium;s__Pyrodictium delaneyi_A	GCA_015661645.1	95.0	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Pyrodictiaceae;g__Pyrodictium;s__Pyrodictium delaneyi_A	99.66	0.903	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	89.31	11	N/A	N/A
SAMEA4470848_bin.1	SAMEA4470848_bin.1	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__CAZTBM01;f__SZUA-1508;g__SZUA-1508;s__SZUA-1508 sp015661855	GCA_015661855.1	95.0	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__CAZTBM01;f__SZUA-1508;g__SZUA-1508;s__SZUA-1508 sp015661855	99.65	0.963	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	99.29	11	N/A	N/A
SAMEA4470848_bin.2	SAMEA4470848_bin.2	d__Archaea;p__AGJL01;c__Methanococci;o__Methanococcales;f__Methanococcaceae;g__Methanofervidicoccus;s__Methanofervidicoccus okinawensis_B	GCA_015661555.1	95.0	d__Archaea;p__AGJL01;c__Methanococci;o__Methanococcales;f__Methanococcaceae;g__Methanofervidicoccus;s__Methanofervidicoccus okinawensis_B	99.72	0.938	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	86.82	11	N/A	N/A
SAMEA4470848_bin.3	SAMEA4470848_bin.3	d__Archaea;p__Thermoproteota;c__Nitrososphaeria_A;o__Caldarchaeales;f__Caldarchaeaceae;g__SZUA-1515;s__SZUA-1515 sp015661775	GCA_015661775.1	95.0	d__Archaea;p__Thermoproteota;c__Nitrososphaeria_A;o__Caldarchaeales;f__Caldarchaeaceae;g__SZUA-1515;s__SZUA-1515 sp015661775	99.7	0.947	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	87.66	11	N/A	N/A
SAMEA4473311_bin.11	SAMEA4473311_bin.11	d__Archaea;p__Thermoproteota;c__Thermoprotei;o__Thermoproteales;f__Thermocladiaceae;g__JAADER01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Thermoproteota;c__Thermoprotei;o__Thermoproteales;f__Thermocladiaceae;g__JAADER01;s__	taxonomic classification fully defined by topology	N/A	N/A	92.31	11	0.95376	N/A
SAMEA4473311_bin.37	SAMEA4473311_bin.37	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__NBVN01;g__S013-73;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__NBVN01;g__S013-73;s__	taxonomic classification fully defined by topology	N/A	N/A	94.12	11	0.98989	N/A
SAMEA4473311_bin.39	SAMEA4473311_bin.39	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Pyrodictiaceae;g__QNYQ01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Pyrodictiaceae;g__QNYQ01;s__	taxonomic classification fully defined by topology	N/A	N/A	96.13	11	0.99319	N/A
SAMEA4473311_bin.50	SAMEA4473311_bin.50	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__WAQK01;g__JALWQH01;s__JALWQH01 sp027083135	GCA_027083135.1	95.0	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__WAQK01;g__JALWQH01;s__JALWQH01 sp027083135	95.14	0.823	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	92.26	11	N/A	N/A
SAMEA4473311_bin.53	SAMEA4473311_bin.53	d__Archaea;p__Halobacteriota;c__Archaeoglobi;o__Archaeoglobales;f__Archaeoglobaceae;g__WAPX01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Halobacteriota;c__Archaeoglobi;o__Archaeoglobales;f__Archaeoglobaceae;g__WAPX01;s__	taxonomic classification fully defined by topology	N/A	N/A	94.51	11	0.98906	N/A
SAMEA4473311_bin.55	SAMEA4473311_bin.55	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Acidilobaceae;g__Caldisphaera;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Acidilobaceae;g__Caldisphaera;s__	taxonomic classification fully defined by topology	N/A	N/A	86.93	11	0.99771	N/A
SAMEA4473311_bin.68	SAMEA4473311_bin.68	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__Aciduliprofundaceae;g__JAADDK01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__Aciduliprofundaceae;g__JAADDK01;s__	taxonomic classification fully defined by topology	N/A	N/A	91.44	11	0.99115	N/A
SAMEA4473311_bin.85	SAMEA4473311_bin.85	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__NBVN01;g__S013-73;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__NBVN01;g__S013-73;s__	taxonomic classification fully defined by topology	N/A	N/A	87.25	11	0.97949	N/A
SAMEA4473313_bin.52	SAMEA4473313_bin.52	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__Aciduliprofundaceae;g__Aciduliprofundum;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__Aciduliprofundaceae;g__Aciduliprofundum;s__	taxonomic classification fully defined by topology	N/A	N/A	67.8	11	0.96995	N/A
SAMEA5663119_bin.41	SAMEA5663119_bin.41	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__WTCK01;s__WTCK01 sp030642465	GCA_030642465.1	95.0	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__WTCK01;s__WTCK01 sp030642465	99.83	0.89	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	78.71	11	N/A	N/A
SAMEA5663119_bin.48	SAMEA5663119_bin.48	d__Archaea;p__Halobacteriota;c__Syntropharchaeia;o__DAOWMC01;f__DAOWMC01;g__DAOWMC01;s__DAOWMC01 sp030643285	GCA_030643285.1	95.0	d__Archaea;p__Halobacteriota;c__Syntropharchaeia;o__DAOWMC01;f__DAOWMC01;g__DAOWMC01;s__DAOWMC01 sp030643285	99.6	0.899	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	81.53	11	N/A	N/A
SAMN02786774_bin.15	SAMN02786774_bin.15	d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoculleaceae;g__UBA206;s__UBA206 sp002503105	GCA_002503105.1	95.0	d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoculleaceae;g__UBA206;s__UBA206 sp002503105	100.0	0.978	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	98.4	11	N/A	N/A
SAMN02786774_bin.3	SAMN02786774_bin.3	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__MTP4;s__MTP4 sp9310u	GCA_030627005.1	95.0	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__MTP4;s__MTP4 sp9310u	99.94	0.99	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_030627005.1, s__MTP4 sp9310u, 95.0, 99.94, 0.99; GCF_000970045.1, s__MTP4 sp000970045, 95.0, 92.22, 0.607; GCA_016841265.1, s__MTP4 sp016841265, 95.0, 92.09, 0.622; GCA_965601435.1, s__MTP4 sp965601435, 95.0, 91.49, 0.559; GCF_052056915.1, s__MTP4 sp052056915, 95.0, 91.3, 0.573	95.83	11	N/A	N/A
SAMN02786774_bin.6	SAMN02786774_bin.6	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanotrichales;f__Methanotrichaceae;g__Methanocrinis;s__Methanocrinis harundinacea_A	GCA_002502785.1	95.0	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanotrichales;f__Methanotrichaceae;g__Methanocrinis;s__Methanocrinis harundinacea_A	99.99	0.995	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	99.2	11	N/A	N/A
SAMN02786774_bin.7	SAMN02786774_bin.7	d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoculleaceae;g__Methanoculleus;s__Methanoculleus sp002498065	GCF_002498065.1	95.16	d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoculleaceae;g__Methanoculleus;s__Methanoculleus sp002498065	99.99	0.971	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_002498065.1, s__Methanoculleus sp002498065, 95.16, 99.99, 0.971; GCA_030156625.1, s__Methanoculleus sp030156625, 95.0, 95.28, 0.688; GCF_018433835.1, s__Methanoculleus sp018433835, 95.0, 91.42, 0.653; GCA_016841955.1, s__Methanoculleus sp016841955, 95.0, 90.42, 0.597; GCF_023702065.1, s__Methanoculleus oceani, 95.0, 89.95, 0.565; GCF_000691865.1, s__Methanoculleus sp000691865, 95.0, 89.95, 0.514; GCF_032944295.1, s__Methanoculleus nereidis, 95.0, 89.89, 0.585; GCA_016841385.1, s__Methanoculleus sp016841385, 95.0, 89.81, 0.505; GCA_023436625.1, s__Methanoculleus sp023436625, 95.0, 89.45, 0.535; GCF_000015825.1, s__Methanoculleus marisnigri, 95.0, 89.36, 0.518; GCF_001017125.1, s__Methanoculleus sediminis, 95.0, 88.88, 0.512	98.49	11	N/A	N/A
SAMN02786774_bin.9	SAMN02786774_bin.9	d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoculleaceae;g__UBA207;s__UBA207 sp002503135	GCA_002503135.1	95.0	d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoculleaceae;g__UBA207;s__UBA207 sp002503135	99.92	0.975	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	98.35	11	N/A	N/A
SAMN02786775_bin.10	SAMN02786775_bin.10	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanocomedenaceae;g__Methanocomedens_A;s__Methanocomedens_A sp7939u	GCA_030627385.1	95.0	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanocomedenaceae;g__Methanocomedens_A;s__Methanocomedens_A sp7939u	99.64	0.76	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	97.6	11	N/A	N/A
SAMN03142812_bin.5	SAMN03142812_bin.5	d__Archaea;p__Halobacteriota;c__Archaeoglobi;o__Archaeoglobales;f__Archaeoglobaceae;g__Archaeoglobus_A;s__Archaeoglobus_A sp002494625	GCA_002494625.1	95.0	d__Archaea;p__Halobacteriota;c__Archaeoglobi;o__Archaeoglobales;f__Archaeoglobaceae;g__Archaeoglobus_A;s__Archaeoglobus_A sp002494625	99.99	0.993	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	99.2	11	N/A	N/A
SAMN03142812_bin.8	SAMN03142812_bin.8	d__Archaea;p__Halobacteriota;c__Archaeoglobi;o__Archaeoglobales;f__Archaeoglobaceae;g__Geoglobus;s__Geoglobus sp002494725	GCA_002494725.1	95.0	d__Archaea;p__Halobacteriota;c__Archaeoglobi;o__Archaeoglobales;f__Archaeoglobaceae;g__Geoglobus;s__Geoglobus sp002494725	99.98	1.0	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	99.15	11	N/A	N/A
SAMN03142813_bin.8	SAMN03142813_bin.8	d__Archaea;p__Halobacteriota;c__Archaeoglobi;o__Archaeoglobales;f__Archaeoglobaceae;g__Archaeoglobus;s__Archaeoglobus sp002507545	GCF_002507545.1	95.0	d__Archaea;p__Halobacteriota;c__Archaeoglobi;o__Archaeoglobales;f__Archaeoglobaceae;g__Archaeoglobus;s__Archaeoglobus sp002507545	99.97	0.99	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	95.1	11	N/A	N/A
SAMN03142814_bin.6	SAMN03142814_bin.6	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__Bathyarchaeales;f__UBA233;g__UBA233;s__UBA233 sp002507245	GCA_002507245.1	95.0	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__Bathyarchaeales;f__UBA233;g__UBA233;s__UBA233 sp002507245	99.87	0.951	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	96.66	11	N/A	N/A
SAMN03166137_bin.11	SAMN03166137_bin.11	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__Bathyarchaeales;f__Bathycorpusculaceae;g__JdFR-07;s__JdFR-07 sp002010975	GCA_002010975.1	95.0	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__Bathyarchaeales;f__Bathycorpusculaceae;g__JdFR-07;s__JdFR-07 sp002010975	98.41	0.895	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	91.62	11	N/A	N/A
SAMN03166137_bin.12	SAMN03166137_bin.12	d__Archaea;p__AGJL01;c__Methanococci;o__Methanococcales;f__Methanococcaceae;g__Methanothermococcus;s__Methanothermococcus thermolithotrophicus	GCF_946463545.1	95.0	d__Archaea;p__AGJL01;c__Methanococci;o__Methanococcales;f__Methanococcaceae;g__Methanothermococcus;s__Methanothermococcus thermolithotrophicus	99.85	0.932	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	95.88	11	N/A	N/A
SAMN03166137_bin.15	SAMN03166137_bin.15	d__Archaea;p__Halobacteriota;c__Archaeoglobi;o__Mnemosynellales;f__Mnemosynellaceae;g__Mnemosynella;s__Mnemosynella biddleae	GCA_002011165.2	95.0	d__Archaea;p__Halobacteriota;c__Archaeoglobi;o__Mnemosynellales;f__Mnemosynellaceae;g__Mnemosynella;s__Mnemosynella biddleae	99.99	0.998	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	99.54	11	N/A	N/A
SAMN03166137_bin.20	SAMN03166137_bin.20	d__Archaea;p__Halobacteriota;c__Archaeoglobi;o__Archaeoglobales;f__Archaeoglobaceae;g__Archaeoglobus_A;s__Archaeoglobus_A sp002011235	GCA_002011235.1	95.0	d__Archaea;p__Halobacteriota;c__Archaeoglobi;o__Archaeoglobales;f__Archaeoglobaceae;g__Archaeoglobus_A;s__Archaeoglobus_A sp002011235	100.0	0.952	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	98.92	11	N/A	N/A
SAMN03166137_bin.25	SAMN03166137_bin.25	d__Archaea;p__Halobacteriota;c__Archaeoglobi;o__Archaeoglobales;f__Archaeoglobaceae;g__Archaeoglobus_A;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Halobacteriota;c__Archaeoglobi;o__Archaeoglobales;f__Archaeoglobaceae;g__Archaeoglobus_A;s__	taxonomic classification fully defined by topology	N/A	N/A	97.51	11	0.98424	N/A
SAMN03166137_bin.26	SAMN03166137_bin.26	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__DSM-18856;f__Methermicoccaceae;g__JdFR-19;s__JdFR-19 sp002010075	GCA_002010075.1	95.0	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__DSM-18856;f__Methermicoccaceae;g__JdFR-19;s__JdFR-19 sp002010075	99.99	0.997	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	98.33	11	N/A	N/A
SAMN03166137_bin.28	SAMN03166137_bin.28	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Geothermarchaeales;f__JDFR-13;g__Geothermarchaeum;s__Geothermarchaeum rappei	GCA_002011085.2	95.0	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Geothermarchaeales;f__JDFR-13;g__Geothermarchaeum;s__Geothermarchaeum rappei	100.0	1.0	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	91.58	11	N/A	N/A
SAMN03166137_bin.31	SAMN03166137_bin.31	d__Archaea;p__Halobacteriota;c__Archaeoglobi;o__Archaeoglobales;f__Archaeoglobaceae;g__Archaeoglobus_A;s__Archaeoglobus_A sp002010195	GCA_002010195.1	95.0	d__Archaea;p__Halobacteriota;c__Archaeoglobi;o__Archaeoglobales;f__Archaeoglobaceae;g__Archaeoglobus_A;s__Archaeoglobus_A sp002010195	99.98	0.93	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	97.55	11	N/A	N/A
SAMN03166137_bin.36	SAMN03166137_bin.36	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__Hecatellales;f__Hecatellaceae;g__Hecatella;s__Hecatella orcuttiae	GCA_002011035.2	95.0	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__Hecatellales;f__Hecatellaceae;g__Hecatella;s__Hecatella orcuttiae	99.99	1.0	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	95.72	11	N/A	N/A
SAMN03166137_bin.4	SAMN03166137_bin.4	d__Archaea;p__Thermoplasmatota;c__E2;o__UBA202;f__JdFR-43;g__JdFR-43;s__JdFR-43 sp002011355	GCA_002011355.1	95.0	d__Archaea;p__Thermoplasmatota;c__E2;o__UBA202;f__JdFR-43;g__JdFR-43;s__JdFR-43 sp002011355	99.74	0.685	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_002011355.1, s__JdFR-43 sp002011355, 95.0, 99.74, 0.685; GCA_029259015.1, s__JdFR-43 sp029259015, 95.0, 90.69, 0.627; GCA_024275755.1, s__JdFR-43 sp024275755, 95.0, 90.41, 0.631	90.11	11	N/A	N/A
SAMN03166137_bin.44	SAMN03166137_bin.44	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__NBVN01;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__NBVN01;g__;s__	taxonomic classification fully defined by topology	N/A	N/A	87.34	11	0.79756	N/A
SAMN03166137_bin.53	SAMN03166137_bin.53	d__Archaea;p__Halobacteriota;c__Archaeoglobi;o__Archaeoglobales;f__Archaeoglobaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Halobacteriota;c__Archaeoglobi;o__Archaeoglobales;f__Archaeoglobaceae;g__;s__	taxonomic novelty determined using RED	N/A	N/A	99.2	11	0.87878	N/A
SAMN03166137_bin.54	SAMN03166137_bin.54	d__Archaea;p__Halobacteriota;c__Archaeoglobi;o__Archaeoglobales;f__JdFR-42;g__JdFR-42;s__JdFR-42 sp002010305	GCA_002010305.1	95.0	d__Archaea;p__Halobacteriota;c__Archaeoglobi;o__Archaeoglobales;f__JdFR-42;g__JdFR-42;s__JdFR-42 sp002010305	100.0	0.967	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	99.61	11	N/A	N/A
SAMN03166137_bin.57	SAMN03166137_bin.57	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__Bathyarchaeales;f__UBA233;g__UBA233;s__UBA233 sp002010925	GCA_002010925.1	95.0	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__Bathyarchaeales;f__UBA233;g__UBA233;s__UBA233 sp002010925	99.97	0.895	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	91.74	11	N/A	N/A
SAMN03166137_bin.60	SAMN03166137_bin.60	d__Archaea;p__Halobacteriota;c__Archaeoglobi;o__Archaeoglobales;f__Archaeoglobaceae;g__JdFR-37;s__JdFR-37 sp002010215	GCA_002010215.1	95.0	d__Archaea;p__Halobacteriota;c__Archaeoglobi;o__Archaeoglobales;f__Archaeoglobaceae;g__JdFR-37;s__JdFR-37 sp002010215	100.0	0.959	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	98.63	11	N/A	N/A
