mag_id	user_genome	classification	closest_genome_reference	closest_genome_reference_radius	closest_genome_taxonomy	closest_genome_ani	closest_genome_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
FDZ066-ww18-20(OES00301723)_bin.8	FDZ066-ww18-20_OES00301723__bin.8	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_F;s__Eubacterium_F sp003491505	GCF_003477605.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_F;s__Eubacterium_F sp003491505	98.86	0.957	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_003477605.1, s__Eubacterium_F sp003491505, 95.0, 98.86, 0.957; GCA_934322085.1, s__Eubacterium_F sp934322085, 95.0, 94.35, 0.763; GCA_937902905.1, s__Eubacterium_F sp937902905, 95.0, 93.95, 0.798	86.75	11	N/A	N/A
FDZ066-ww18-20(OES00301723)_bin.83	FDZ066-ww18-20_OES00301723__bin.83	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__Gemmiger qucibialis	GCA_004000625.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__Gemmiger qucibialis	98.93	0.877	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	85.09	11	N/A	N/A
FDZ066-ww18-20(OES00301723)_bin.84	FDZ066-ww18-20_OES00301723__bin.84	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcoides;s__Ruminococcoides intestinale	GCF_040096305.1	95.12	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcoides;s__Ruminococcoides intestinale	98.01	0.893	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_040096305.1, s__Ruminococcoides intestinale, 95.12, 98.01, 0.893; GCF_002834225.1, s__Ruminococcoides bromii, 95.0, 94.98, 0.757; GCA_905215855.1, s__Ruminococcoides sp905215855, 95.0, 94.53, 0.751; GCA_902771755.1, s__Ruminococcoides sp902771755, 95.0, 93.14, 0.612; GCA_902766775.1, s__Ruminococcoides sp902766775, 95.0, 91.4, 0.56	84.21	11	N/A	N/A
FDZ066-ww18-20(OES00301723)_bin.86	FDZ066-ww18-20_OES00301723__bin.86	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Odoribacter;s__Odoribacter splanchnicus	GCF_000190535.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Odoribacter;s__Odoribacter splanchnicus	99.34	0.92	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	88.86	11	N/A	N/A
FDZ066-ww18-20(OES00301723)_bin.88	FDZ066-ww18-20_OES00301723__bin.88	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium longum	GCF_000196555.1	95.0	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium longum	99.33	0.88	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_000196555.1, s__Bifidobacterium longum, 95.0, 99.33, 0.88; GCF_000269965.1, s__Bifidobacterium infantis, 95.05, 95.62, 0.684; GCA_022739095.1, s__Bifidobacterium sp022739095, 95.0, 95.17, 0.561	83.31	11	N/A	N/A
FDZ066-ww18-20(OES00301723)_bin.92	FDZ066-ww18-20_OES00301723__bin.92	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Tidjanibacter;s__Tidjanibacter inops	GCF_900104605.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Tidjanibacter;s__Tidjanibacter inops	99.2	0.877	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	83.01	11	N/A	N/A
FDZ066-ww18-20(OES00301723)_bin.97	FDZ066-ww18-20_OES00301723__bin.97	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Barnesiellaceae;g__Barnesiella;s__Barnesiella intestinihominis	GCF_000296465.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Barnesiellaceae;g__Barnesiella;s__Barnesiella intestinihominis	99.08	0.93	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	94.05	11	N/A	N/A
FDZ066-ww2-4(OES00301724)_bin.112	FDZ066-ww2-4_OES00301724__bin.112	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__UBA828;f__UBA828;g__PTKB01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__UBA828;f__UBA828;g__PTKB01;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	95.39	11	0.92462	N/A
FDZ066-ww2-4(OES00301724)_bin.42	FDZ066-ww2-4_OES00301724__bin.42	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Psychrobacter;s__Psychrobacter cryohalolentis	GCF_000013905.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Psychrobacter;s__Psychrobacter cryohalolentis	96.77	0.885	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	99.6	11	N/A	N/A
FDZ066-ww2-4(OES00301724)_bin.47	FDZ066-ww2-4_OES00301724__bin.47	d__Bacteria;p__Chlamydiota;c__Chlamydiia;o__Chlamydiales;f__Simkaniaceae;g__JAAKFF01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Chlamydiota;c__Chlamydiia;o__Chlamydiales;f__Simkaniaceae;g__JAAKFF01;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	78.12	11	0.94617	N/A
FDZ069-BaYG_BaYR12-14(OES00301740)_bin.32	FDZ069-BaYG_BaYR12-14_OES00301740__bin.32	d__Bacteria;p__Armatimonadota;c__Fimbriimonadia;o__Fimbriimonadales;f__Fimbriimonadaceae;g__JADFMN01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Armatimonadota;c__Fimbriimonadia;o__Fimbriimonadales;f__Fimbriimonadaceae;g__JADFMN01;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	83.79	11	0.9313	N/A
FDZ069-BaYG_BaYR6-8(OES00301743)_bin.14	FDZ069-BaYG_BaYR6-8_OES00301743__bin.14	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__UBA1845;f__UBA1845;g__OFTM174;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__UBA1845;f__UBA1845;g__OFTM174;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	83.33	11	0.95647	N/A
FDZ069-BaYG_BaYR6-8(OES00301743)_bin.31	FDZ069-BaYG_BaYR6-8_OES00301743__bin.31	d__Bacteria;p__Desulfobacterota_D;c__UBA1144;o__Nemesobacterales;f__JADFKM01;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Desulfobacterota_D;c__UBA1144;o__Nemesobacterales;f__JADFKM01;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	93.13	11	0.80321	N/A
FDZ069-BaYG_BaYR8-10(OES00301744)_bin.12	FDZ069-BaYG_BaYR8-10_OES00301744__bin.12	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Lucifugimonadales;f__UBA2985;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Lucifugimonadales;f__UBA2985;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	84.71	11	0.92399	N/A
FDZ069-BaYG_BaYR8-10(OES00301744)_bin.5	FDZ069-BaYG_BaYR8-10_OES00301744__bin.5	d__Bacteria;p__Zixibacteria;c__MSB-5A5;o__GN15;f__FEB-12;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Zixibacteria;c__MSB-5A5;o__GN15;f__FEB-12;g__;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	95.77	11	0.86287	N/A
FDZ069-BaYG_BaYR8-10(OES00301744)_bin.77	FDZ069-BaYG_BaYR8-10_OES00301744__bin.77	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__UBA1845;f__Fen-1342;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__UBA1845;f__Fen-1342;g__;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	84.91	11	0.84036	N/A
FDZ069-GBeBe14-16(OES00301748)_bin.41	FDZ069-GBeBe14-16_OES00301748__bin.41	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Spongiisociales;f__ZC4RG35;g__SZUA-217;s__SZUA-217 sp004356805	GCA_004356805.1	95.0	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Spongiisociales;f__ZC4RG35;g__SZUA-217;s__SZUA-217 sp004356805	98.74	0.887	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	93.61	11	N/A	N/A
FDZ069-GBeBe28-30(OES00301756)_bin.34	FDZ069-GBeBe28-30_OES00301756__bin.34	d__Bacteria;p__Armatimonadota;c__Fimbriimonadia;o__Fimbriimonadales;f__Fimbriimonadaceae;g__JADFMN01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Armatimonadota;c__Fimbriimonadia;o__Fimbriimonadales;f__Fimbriimonadaceae;g__JADFMN01;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	89.5	11	0.98898	N/A
FDZ069-GBeBe8-10(OES00301760)_bin.44	FDZ069-GBeBe8-10_OES00301760__bin.44	d__Bacteria;p__Zixibacteria;c__MSB-5A5;o__GN15;f__JACZUZ01;g__JADFNA01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Zixibacteria;c__MSB-5A5;o__GN15;f__JACZUZ01;g__JADFNA01;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	91.96	11	0.94399	N/A
FDZ069-GRR10-12(OES00301762)_bin.22	FDZ069-GRR10-12_OES00301762__bin.22	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__UBA1845;f__UBA1845;g__JADFOB01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__UBA1845;f__UBA1845;g__JADFOB01;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	74.29	11	0.9471	N/A
FDZ069-GRR10-12(OES00301762)_bin.27	FDZ069-GRR10-12_OES00301762__bin.27	d__Bacteria;p__Acidobacteriota;c__UBA890;o__UBA890;f__WLXD01;g__WLXD01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Acidobacteriota;c__UBA890;o__UBA890;f__WLXD01;g__WLXD01;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	95.97	11	0.97068	N/A
FDZ069-GRR10-12(OES00301762)_bin.39	FDZ069-GRR10-12_OES00301762__bin.39	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Lucifugimonadales;f__Lucifugimonadaceae;g__GCA-2730555;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Lucifugimonadales;f__Lucifugimonadaceae;g__GCA-2730555;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	85.81	11	0.99626	N/A
FDZ069-GRR10-12(OES00301762)_bin.40	FDZ069-GRR10-12_OES00301762__bin.40	d__Bacteria;p__Zixibacteria;c__MSB-5A5;o__GN15;f__JACZUZ01;g__JACZUZ01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Zixibacteria;c__MSB-5A5;o__GN15;f__JACZUZ01;g__JACZUZ01;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	93.81	11	0.99361	N/A
FDZ069-GRR10-12(OES00301762)_bin.91	FDZ069-GRR10-12_OES00301762__bin.91	d__Bacteria;p__Omnitrophota;c__Omnitrophia;o__Omnitrophales;f__Danuiimicrobiaceae;g__2-12-FULL-50-11-A;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Omnitrophota;c__Omnitrophia;o__Omnitrophales;f__Danuiimicrobiaceae;g__2-12-FULL-50-11-A;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	83.29	11	0.91552	N/A
FDZ069-GRR10-12(OES00301762)_bin.96	FDZ069-GRR10-12_OES00301762__bin.96	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__SM1A02;g__JACZRS01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__SM1A02;g__JACZRS01;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	88.62	11	0.99417	N/A
FDZ069-GRR14-16(OES00301764)_bin.16	FDZ069-GRR14-16_OES00301764__bin.16	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Lucifugimonadales;f__UBA3495;g__UBA9611;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Lucifugimonadales;f__UBA3495;g__UBA9611;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	82.79	11	0.96805	N/A
FDZ069-GRR14-16(OES00301764)_bin.36	FDZ069-GRR14-16_OES00301764__bin.36	d__Bacteria;p__Omnitrophota;c__Gorgyraeia;o__Zapsychrales;f__Zapsychraceae;g__2-02-FULL-52-10;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Omnitrophota;c__Gorgyraeia;o__Zapsychrales;f__Zapsychraceae;g__2-02-FULL-52-10;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	84.89	11	0.92949	N/A
FDZ069-GRR16-18(OES00301765)_bin.5	FDZ069-GRR16-18_OES00301765__bin.5	d__Bacteria;p__Zixibacteria;c__MSB-5A5;o__GN15;f__JACZUZ01;g__JAJRPJ01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Zixibacteria;c__MSB-5A5;o__GN15;f__JACZUZ01;g__JAJRPJ01;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	93.11	11	0.97859	N/A
FDZ069-GRR18-20(OES00301766)_bin.27	FDZ069-GRR18-20_OES00301766__bin.27	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__UBA1845;f__G020352895;g__G020352895;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__UBA1845;f__G020352895;g__G020352895;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	83.67	11	0.87724	N/A
FDZ069-GRR6-8(OES00301772)_bin.52	FDZ069-GRR6-8_OES00301772__bin.52	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Lucifugimonadales;f__Australimonadaceae;g__JADFRC01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Lucifugimonadales;f__Australimonadaceae;g__JADFRC01;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	81.28	11	0.99536	N/A
FDZ069-R30-2(OES00301774)_bin.152	FDZ069-R30-2_OES00301774__bin.152	d__Bacteria;p__Elusimicrobiota;c__Elusimicrobia;o__FEN-1173;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Elusimicrobiota;c__Elusimicrobia;o__FEN-1173;f__;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	91.14	11	0.72733	N/A
FDZ069-R36-8(OES00301777)_bin.27	FDZ069-R36-8_OES00301777__bin.27	d__Bacteria;p__Acidobacteriota;c__JBCCFW01;o__;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Acidobacteriota;c__JBCCFW01;o__;f__;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	91.58	11	0.46687	N/A
FDZ069-R36-8(OES00301777)_bin.33	FDZ069-R36-8_OES00301777__bin.33	d__Bacteria;p__SAR324;c__SAR324;o__SAR324;f__JACQKK01;g__JACZVE01;s__JACZVE01 sp022572825	GCA_022572825.1	95.0	d__Bacteria;p__SAR324;c__SAR324;o__SAR324;f__JACQKK01;g__JACZVE01;s__JACZVE01 sp022572825	98.71	0.856	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	90.86	11	N/A	N/A
FDZ069-R36-8(OES00301777)_bin.84	FDZ069-R36-8_OES00301777__bin.84	d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae;g__;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	84.57	11	0.84849	N/A
FDZ069-R38-10(OES00301778)_bin.108	FDZ069-R38-10_OES00301778__bin.108	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__UBA1845;f__UBA1845;g__CBDTZI01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__UBA1845;f__UBA1845;g__CBDTZI01;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	86.97	11	0.95898	N/A
FDZ069-R38-10(OES00301778)_bin.7	FDZ069-R38-10_OES00301778__bin.7	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__SM1A02;g__JACZRS01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__SM1A02;g__JACZRS01;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	89.04	11	0.99729	N/A
FDZ069-R38-10(OES00301778)_bin.85	FDZ069-R38-10_OES00301778__bin.85	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__SZUA-38;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__SZUA-38;g__;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	93.61	11	0.81875	N/A
FDZ069-RBkY18-20(OES00301781)_bin.57	FDZ069-RBkY18-20_OES00301781__bin.57	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Longimicrobiales;f__Gaopeijiaceae;g__UBA822;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Longimicrobiales;f__Gaopeijiaceae;g__UBA822;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	88.92	11	0.97222	N/A
FDZ069-RBkY6-8(OES00301785)_bin.10	FDZ069-RBkY6-8_OES00301785__bin.10	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__UBA1845;f__UBA1845;g__CAZNQN01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__UBA1845;f__UBA1845;g__CAZNQN01;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	83.31	11	0.95489	N/A
FDZ069-RGG4-6(OES00301792)_bin.30	FDZ069-RGG4-6_OES00301792__bin.30	d__Bacteria;p__Desulfobacterota_D;c__UBA1144;o__Nemesobacterales;f__N074bin48;g__N074bin48;s__N074bin48 sp004356685	GCA_004356685.1	95.0	d__Bacteria;p__Desulfobacterota_D;c__UBA1144;o__Nemesobacterales;f__N074bin48;g__N074bin48;s__N074bin48 sp004356685	99.03	0.744	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	93.01	11	N/A	N/A
FDZ069-RGG4-6(OES00301792)_bin.40	FDZ069-RGG4-6_OES00301792__bin.40	d__Bacteria;p__Planctomycetota;c__B129-G9;o__;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Planctomycetota;c__B129-G9;o__;f__;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	76.47	11	0.4677	N/A
FDZ069-RGG6-8(OES00301793)_bin.10	FDZ069-RGG6-8_OES00301793__bin.10	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__SM1A02;g__JADFNO01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__SM1A02;g__JADFNO01;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	86.99	11	0.97109	N/A
FDZ069-RGY2-4(OES00301803)_bin.8	FDZ069-RGY2-4_OES00301803__bin.8	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Kangiellaceae;g__GCA-002733465;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Kangiellaceae;g__GCA-002733465;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	89.32	11	0.98833	N/A
FDZ069-RGY20-22(OES00301801)_bin.6	FDZ069-RGY20-22_OES00301801__bin.6	d__Bacteria;p__Armatimonadota;c__Fimbriimonadia;o__Fimbriimonadales;f__Fimbriimonadaceae;g__JADFMN01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Armatimonadota;c__Fimbriimonadia;o__Fimbriimonadales;f__Fimbriimonadaceae;g__JADFMN01;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	89.9	11	0.98835	N/A
FDZ069-RGY4-6(OES00301806)_bin.17	FDZ069-RGY4-6_OES00301806__bin.17	d__Bacteria;p__SAR324;c__SAR324;o__SAR324;f__JACQKK01;g__JAPUJL01;s__JAPUJL01 sp027296185	GCA_027296185.1	95.0	d__Bacteria;p__SAR324;c__SAR324;o__SAR324;f__JACQKK01;g__JAPUJL01;s__JAPUJL01 sp027296185	97.66	0.899	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	92.12	11	N/A	N/A
FDZ069-WuWuWu0-2(OES00301812)_bin.73	FDZ069-WuWuWu0-2_OES00301812__bin.73	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__UBA1924;g__JADFGU01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__UBA1924;g__JADFGU01;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	85.97	11	0.92454	N/A
FDZ069-WuWuWu10-12(OES00301813)_bin.10	FDZ069-WuWuWu10-12_OES00301813__bin.10	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__UBA5793;g__PNC21;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__UBA5793;g__PNC21;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	88.84	11	0.88165	N/A
FDZ069-WuWuWu10-12(OES00301813)_bin.95	FDZ069-WuWuWu10-12_OES00301813__bin.95	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Lucifugimonadales;f__Australimonadaceae;g__CALGTL01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Lucifugimonadales;f__Australimonadaceae;g__CALGTL01;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	85.97	11	0.93703	N/A
FDZ069-WuWuWu14-16(OES00301815)_bin.105	FDZ069-WuWuWu14-16_OES00301815__bin.105	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__SMXR01;g__JACZSK01;s__JACZSK01 sp022574255	GCA_022574255.1	95.0	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__SMXR01;g__JACZSK01;s__JACZSK01 sp022574255	98.71	0.879	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	96.67	11	N/A	N/A
FDZ069-WuWuWu14-16(OES00301815)_bin.67	FDZ069-WuWuWu14-16_OES00301815__bin.67	d__Bacteria;p__Hydrogenedentota;c__Hydrogenedentia;o__Hydrogenedentales;f__GCA-2746185;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Hydrogenedentota;c__Hydrogenedentia;o__Hydrogenedentales;f__GCA-2746185;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	93.89	11	0.91906	N/A
FDZ069-WuWuWu14-16(OES00301815)_bin.89	FDZ069-WuWuWu14-16_OES00301815__bin.89	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Steroidobacterales;f__Woeseiaceae;g__UBA1847;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Steroidobacterales;f__Woeseiaceae;g__UBA1847;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	98.14	11	0.99048	N/A
